,,,,,,,,,,,,
Constellation Lines,,,,,,,,,,,,
"Blank rows mean that you should ""pick up your pen"" when drawing the constellations.",,,,,,,,,,,,
"Dan Bruton, SFA Observatory, astro@sfasu.edu, http://observe.phy.sfasu.edu/",,,,,,,,,,,,
CRA,delta,19.138889,-40.5000,4.58,,-124.7421,38.3360,,47.3160,-14.5412,,d
CRA,zeta,19.051944,-42.1000,4.74,,-127.1221,35.9220,,46.0950,-13.0255,,z
CRA,eta,18.814167,-43.6667,5.48,,-130.6418,28.2756,,45.2848,-9.8013,,h
CRA,theta,18.558333,-42.3167,4.63,,-130.9056,19.2721,,47.1748,-6.9451,,q
CRA,,,,,,,,,,,,
CRB,theta,15.548889,31.3667,4.16,,-46.9700,-35.0954,,97.2244,72.6449,,q
CRB,beta,15.463611,29.1000,3.67,,-47.9598,-37.5322,,93.7934,73.4003,,b
CRB,alpha,15.578056,26.7167,2.23,,-50.9828,-37.4905,,94.0301,69.1457,,a
CRB,gamma,15.712500,26.3000,3.82,,-52.6146,-35.9081,,96.0609,65.5590,,g
CRB,delta,15.826667,26.0667,4.62,,-53.8608,-34.4454,,97.7806,62.5333,,d
CRB,epsilon,15.959722,26.8833,4.14,,-54.3248,-32.1329,,100.6021,59.5058,,e
CRB,iota,16.023889,29.8500,4.99,,-52.2785,-29.7486,,104.1659,59.2747,,i
CRB,,,,,,,,,,,,
CRU,beta,12.795556,-59.7000,1.27,,-30.9540,-146.4648,,6.2652,29.6452,,b
CRU,delta,12.252500,-58.7500,2.81,,-9.8259,-148.4251,,2.0643,31.1817,,d
CRU,,,,,,,,,,,,
CRU,gamma,12.519444,-57.1167,1.66,,-19.9448,-145.7584,,4.4580,32.5797,,g
CRU,alpha,12.443333,-63.1000,0.80,,-17.7296,-152.0700,,3.1151,26.7190,,a
CRU,,,,,,,,,,,,
CRV,alpha,12.140000,-24.7167,4.03,,-4.2036,-114.6396,,2.3922,65.2395,,a
CRV,epsilon,12.168889,-22.6167,2.99,,-4.9777,-112.5066,,2.9784,67.3175,,e
CRV,gamma,12.263611,-17.5333,2.59,,-7.4153,-107.2774,,4.9972,72.2942,,g
CRV,delta,12.497500,-16.5167,2.95,,-13.8341,-105.6145,,9.5438,72.8609,,d
CRV,beta,12.573056,-23.4000,2.67,,-16.9492,-112.1262,,9.9543,65.8519,,b
CRV,epsilon,12.168889,-22.6167,2.99,,-4.9777,-112.5066,,2.9784,67.3175,,e
CRV,,,,,,,,,,,,
CVN,alpha,12.933889,38.3167,2.88,,-12.5106,-50.1463,,31.0607,124.5006,,a
CVN,beta,12.562500,41.3500,4.27,,-7.1384,-48.1234,,19.2730,129.9283,,b
CVN,,,,,,,,,,,,
CYG,beta,19.512500,27.9667,5.11,,-57.2333,23.9266,,108.8387,-45.5003,,b
CYG,chi,19.842500,32.9167,4.00,,-50.5701,26.4796,,108.8919,-57.0181,,c
CYG,eta,19.983611,35.0833,3.89,,-47.6766,27.2540,,108.5927,-62.0763,,h
CYG,gamma,20.370278,40.2500,2.21,,-40.4749,28.9282,,105.9670,-75.7368,,g
CYG,alpha,20.690556,45.2667,1.25,,-34.0872,28.9678,,103.0745,-87.5941,,a
CYG,,,,,,,,,,,,
CYG,zeta,21.215556,30.2333,3.19,,-39.8105,44.5778,,80.0873,-89.6777,,z
CYG,epsilon,20.770278,33.9667,2.46,,-41.9314,37.1685,,92.7678,-82.2305,,e
CYG,gamma,20.370278,40.2500,2.21,,-40.4749,28.9282,,105.9670,-75.7368,,g
CYG,delta,19.749444,45.1333,2.87,,-40.2426,19.8382,,121.2061,-59.7503,,d
CYG,iota,19.495000,51.7333,3.77,,-35.3729,14.5977,,131.0154,-54.0675,,i
CYG,,,,,,,,,,,,
DEL,epsilon,20.553611,11.3000,4.03,,-61.7584,48.7811,,79.4933,-62.7894,,e
DEL,beta,20.625833,14.6000,3.58,,-58.2746,47.8460,,80.8424,-66.3752,,b
DEL,alpha,20.660833,15.9167,3.77,,-56.8238,47.5331,,81.2408,-67.9579,,a
DEL,gamma,20.777500,16.1333,4.27,,-55.1838,49.1022,,79.2894,-70.5512,,g
DEL,delta,20.724167,15.0833,4.42,,-56.6581,49.0139,,79.4726,-68.7503,,d
DEL,beta,20.625833,14.6000,3.58,,-58.2746,47.8460,,80.8424,-66.3752,,b
DEL,,,,,,,,,,,,
DRA,lambda,11.523333,69.3333,3.83,,2.5723,-20.5060,,-19.8318,158.0943,,l
DRA,kappa,12.558056,69.7833,3.87,,-2.9431,-20.0013,,23.2612,158.0811,,k
DRA,alpha,14.073333,64.3667,3.65,,-13.2405,-21.9490,,79.7355,132.1791,,a
DRA,iota,15.415556,58.9667,3.30,,-24.1968,-19.4315,,116.1497,93.2755,,i
DRA,theta,16.031667,58.5667,4.01,,-27.3514,-15.4904,,129.2739,73.2141,,q
DRA,eta,16.399722,61.5000,2.73,,-26.0352,-11.5939,,138.3977,61.6307,,h
DRA,zeta,17.146667,65.7167,3.18,,-23.6799,-5.3799,,151.8470,34.4988,,z
DRA,chi,18.351111,72.7333,3.56,,-17.1938,1.5849,,162.0463,-14.9375,,c
DRA,tau,19.259167,73.3500,4.45,,-15.7535,5.3898,,154.5546,-52.8782,,t
DRA,epsilon,19.802778,70.2667,3.83,,-17.5760,8.9715,,142.7457,-72.8634,,e
DRA,delta,19.209167,67.6667,3.07,,-21.2236,6.9523,,149.8326,-49.0814,,d
DRA,xi,17.892222,56.8667,3.74,,-33.1201,-0.9348,,146.8082,4.1435,,x
DRA,nu,17.536111,55.1833,4.88,,-34.5602,-4.2180,,144.1140,17.5886,,n
DRA,beta,17.507222,52.3167,2.79,,-37.3702,-4.8480,,141.1340,18.3092,,b
DRA,gamma,17.943333,51.4833,2.23,,-38.5124,-0.5714,,141.4678,2.0989,,g
DRA,xi,17.892222,56.8667,3.74,,-33.1201,-0.9348,,146.8082,4.1435,,x
DRA,,,,,,,,,,,,
EQU,alpha,21.263889,5.2500,3.91,,-55.6475,63.9212,,62.5419,-71.8406,,a
EQU,delta,21.241389,10.0000,4.48,,-52.8831,60.0281,,66.1039,-75.0351,,d
EQU,gamma,21.172500,10.1333,4.67,,-53.8671,58.9662,,67.5363,-73.9293,,g
EQU,,,,,,,,,,,,
GRU,alpha,22.137222,-46.9667,1.74,,-64.1788,120.9998,,20.1642,-38.0167,,a
GRU,beta,22.711111,-46.8833,2.10,,-45.3171,129.1643,,14.2744,-40.6853,,b
GRU,iota,23.172500,-45.2500,3.89,,-29.0718,132.0886,,9.6189,-43.7040,,i
GRU,,,,,,,,,,,,
GRU,zeta,23.014722,-52.7500,4.11,,-36.4147,138.0273,,9.5023,-36.0176,,z
GRU,epsilon,22.809167,-51.3167,3.48,,-43.3466,134.5045,,11.8655,-36.8186,,e
GRU,beta,22.711111,-46.8833,2.10,,-45.3171,129.1643,,14.2744,-40.6853,,b
GRU,delta,22.487778,-43.4833,3.96,,-51.4762,123.1584,,17.9386,-42.9186,,d
GRU,mu,22.260278,-41.3500,4.78,,-57.7774,117.9601,,21.3999,-43.6906,,m
GRU,lambda,22.101667,-39.5500,4.47,,-61.7662,113.8777,,24.0533,-44.3468,,l
GRU,gamma,21.898889,-37.3667,3.00,,-66.5805,108.5786,,27.5139,-44.8693,,g
GRU,,,,,,,,,,,,
HER,pi,17.250833,36.8000,3.16,,-52.1800,-10.3674,,124.3690,24.7103,,p
HER,eta,16.715000,38.9333,3.53,,-48.2041,-16.8572,,121.7060,42.5612,,h
HER,zeta,16.688056,31.6000,2.81,,-54.9890,-19.6664,,114.4977,40.9492,,z
HER,epsilon,17.005000,30.9167,3.91,,-57.0901,-15.2172,,116.8374,31.1426,,e
HER,pi,17.250833,36.8000,3.16,,-52.1800,-10.3674,,124.3690,24.7103,,p
HER,rho,17.394722,37.1333,4.52,,-52.2043,-8.3423,,125.5405,20.0615,,r
HER,theta,17.937500,37.2500,3.84,,-52.7429,-0.8631,,127.2330,2.0820,,q
HER,iota,17.657500,46.0167,3.80,,-43.8066,-3.9385,,135.4702,12.1798,,i
HER,tau,16.328889,46.3167,3.89,,-39.5690,-18.5074,,123.4777,57.7536,,t
HER,phi,16.146111,44.9333,4.25,,-39.8621,-21.0243,,119.3503,62.9485,,j
HER,sigma,16.568333,42.4500,4.20,,-44.2490,-17.4078,,123.2550,48.4893,,s
HER,iota,17.657500,46.0167,3.80,,-43.8066,-3.9385,,135.4702,12.1798,,i
HER,,,,,,,,,,,,
HER,epsilon,17.005000,30.9167,3.91,,-57.0901,-15.2172,,116.8374,31.1426,,e
HER,beta,16.503611,21.4833,2.78,,-63.3259,-26.1603,,103.0375,42.5654,,b
HER,gamma,16.365556,19.1500,3.74,,-64.4622,-29.3998,,99.3091,45.2927,,g
HER,,,,,,,,,,,,
HER,epsilon,17.005000,30.9167,3.91,,-57.0901,-15.2172,,116.8374,31.1426,,e
HER,mu,17.774444,27.7333,3.41,,-62.1581,-3.6747,,117.5281,6.9481,,m
HER,lambda,17.512222,26.1000,4.40,,-63.3797,-8.1379,,115.1546,14.7857,,l
HER,delta,17.250556,24.8333,3.14,,-63.9164,-12.7041,,112.6301,22.3865,,d
HER,alpha,17.244167,14.3833,3.50,,-74.1411,-14.8653,,102.3464,20.5205,,a
HER,,,,,,,,,,,,
HER,mu,17.774444,27.7333,3.41,,-62.1581,-3.6747,,117.5281,6.9481,,m
HER,xi,17.962778,29.2500,3.69,,-60.7471,-0.5920,,119.2443,1.1620,,x
HER,pi,17.250833,36.8000,3.16,,-52.1800,-10.3674,,124.3690,24.7103,,p
HER,,,,,,,,,,,,
HER,xi,17.962778,29.2500,3.69,,-60.7471,-0.5920,,119.2443,1.1620,,x
HER,omicron,18.125556,28.7667,3.83,,-61.2003,2.0124,,118.7025,-3.9032,,o
HER,102,18.146111,20.8167,4.36,,-69.1327,2.6457,,110.7356,-4.2379,,102
HER,109,18.395000,21.7667,3.84,,-67.8688,7.0435,,111.1696,-11.5373,,109
HER,110,18.760833,20.5500,4.20,,-68.0768,13.7422,,108.3642,-21.8747,,110
HER,111,18.783611,18.1833,4.35,,-70.3107,14.6300,,105.9148,-22.0383,,111
HER,,,,,,,,,,,,
HYI,beta,0.429167,-77.2500,2.80,,18.7520,166.1954,,-1.4295,-12.6696,,b
HYI,gamma,3.787222,-74.2500,3.27,,137.4516,89.9173,,-13.1803,-8.6222,,g
HYI,epsilon,2.659722,-68.2667,4.10,,101.5113,121.4241,,-13.9396,-16.6741,,e
HYI,delta,2.362500,-68.6667,4.08,,91.9972,129.2734,,-12.3694,-17.3813,,d
HYI,alpha,1.979444,-61.5667,2.86,,75.0759,131.6665,,-14.0839,-24.7001,,a
HYI,,,,,,,,,,,,
IND,alpha,20.626111,-47.2833,3.11,,-106.0961,87.1225,,33.0125,-27.1088,,a
IND,theta,21.330833,-53.4500,4.38,,-92.2798,109.8287,,23.5122,-27.9835,,q
IND,delta,21.965278,-54.9833,4.39,,-73.6300,124.8951,,17.7833,-30.1649,,d
IND,,,,,,,,,,,,
IND,theta,21.330833,-53.4500,4.38,,-92.2798,109.8287,,23.5122,-27.9835,,q
IND,beta,20.913611,-58.4500,3.64,,-107.3170,102.5693,,22.8080,-21.7990,,b
IND,,,,,,,,,,,,
LAC,5,22.492222,47.7167,4.34,,-16.2606,39.0317,,52.9609,-127.1260,,5
LAC,alpha,22.521389,50.2833,3.75,,-14.9932,36.7779,,52.9575,-129.9035,,a
LAC,beta,22.392778,52.2333,4.42,,-15.4263,34.4725,,58.0971,-129.8270,,b
LAC,4,22.408611,49.4667,4.56,,-16.4029,37.0661,,56.4388,-127.5367,,4
LAC,5,22.492222,47.7167,4.34,,-16.2606,39.0317,,52.9609,-127.1260,,5
LAC,11,22.675278,44.2667,4.48,,-15.5448,43.0104,,45.6374,-126.2726,,11
LAC,6,22.508056,43.1333,4.49,,-17.8437,43.3369,,50.6884,-123.1063,,6
LAC,2,22.350556,46.5333,4.57,,-18.1920,39.4766,,57.1430,-124.0001,,2
LAC,5,22.492222,47.7167,4.34,,-16.2606,39.0317,,52.9609,-127.1260,,5
LAC,,,,,,,,,,,,
LAC,6,22.508056,43.1333,4.49,,-17.8437,43.3369,,50.6884,-123.1063,,6
LAC,1,22.266389,37.7500,4.13,,-22.9083,46.9603,,56.0103,-114.8169,,1
LAC,,,,,,,,,,,,
LIB,sigma,15.067778,-25.2833,3.32,,-82.9512,-80.0584,,46.5663,44.9424,,s
LIB,alpha,14.848056,-16.0500,2.75,,-71.9472,-77.9115,,50.1697,54.3287,,a
LIB,beta,15.283333,-9.3833,2.61,,-75.2893,-64.8734,,61.0724,52.6233,,b
LIB,gamma,15.592222,-14.7833,3.90,,-84.6459,-61.7626,,60.7614,44.3351,,g
LIB,upsilon,15.616944,-28.1333,3.58,,-95.8790,-69.0124,,50.2120,36.1419,,u
LIB,tau,15.644444,-29.7833,3.65,,-97.7194,-69.2746,,49.1248,34.8252,,t
LIB,,,,,,,,,,,,
LIB,gamma,15.592222,-14.7833,3.90,,-84.6459,-61.7626,,60.7614,44.3351,,g
LIB,alpha,14.848056,-16.0500,2.75,,-71.9472,-77.9115,,50.1697,54.3287,,a
LIB,,,,,,,,,,,,
LUP,alpha,14.698889,-47.4000,2.31,,-89.2038,-104.5057,,27.6571,32.4013,,a
LUP,zeta,15.204722,-52.1000,3.40,,-105.7183,-94.9528,,28.1965,25.3252,,z
LUP,epsilon,15.377778,-44.7000,3.36,,-104.1866,-85.3770,,35.0383,28.7125,,e
LUP,gamma,15.585833,-41.1667,2.77,,-105.8294,-77.4909,,39.4003,28.8498,,g
LUP,eta,16.002222,-38.4000,3.40,,-111.2350,-64.1353,,44.7019,25.7740,,h
LUP,theta,16.109722,-36.8000,4.21,,-111.5876,-60.2199,,46.8175,25.2658,,q
LUP,chi,15.849167,-33.6167,3.94,,-104.5317,-65.9865,,47.6784,30.0974,,c
LUP,phi,15.363611,-36.2667,3.55,,-97.3662,-80.3934,,41.4346,34.2118,,j
LUP,delta,15.356111,-40.6500,3.21,,-100.5827,-83.3819,,37.9928,31.4956,,d
LUP,beta,14.975556,-43.1333,2.67,,-93.5351,-94.7400,,32.9270,33.3511,,b
LUP,alpha,14.698889,-47.4000,2.31,,-89.2038,-104.5057,,27.6571,32.4013,,a
LUP,iota,14.323333,-46.0667,3.55,,-77.7526,-111.6632,,25.1048,36.0539,,i
LUP,,,,,,,,,,,,
LYR,alpha,18.615556,38.7833,0.04,,-50.5531,8.2180,,127.1147,-20.6640,,a
LYR,zeta,18.746389,37.6000,4.35,,-51.4028,10.1741,,125.1717,-24.7752,,z
LYR,delta,18.908333,36.9000,4.30,,-51.6057,12.5086,,123.3288,-29.8933,,d
LYR,gamma,18.982222,32.6833,3.25,,-55.4321,14.5768,,118.6495,-31.2009,,g
LYR,beta,18.834444,33.3667,3.43,,-55.2873,12.2738,,120.4346,-26.7365,,b
LYR,zeta,18.746389,37.6000,4.35,,-51.4028,10.1741,,125.1717,-24.7752,,z
LYR,,,,,,,,,,,,
MEN,alpha,6.170833,-74.7500,5.08,,164.5853,-7.3658,,-15.2348,0.6818,,a
MEN,gamma,5.531389,-76.3500,5.18,,165.0997,20.3570,,-13.5474,-1.6704,,g
MEN,eta,4.919722,-74.9333,5.46,,158.3811,46.0265,,-14.4681,-4.2045,,h
MEN,beta,5.045278,-71.3167,5.30,,156.3039,39.9019,,-18.1028,-4.6213,,b
MEN,,,,,,,,,,,,
MIC,alpha,20.832778,-33.7833,4.88,,-91.2748,83.6135,,41.4528,-37.9734,,a
MIC,gamma,21.021667,-32.2667,4.66,,-85.9638,86.9446,,40.5914,-41.0545,,g
MIC,epsilon,21.299167,-32.1667,4.70,,-79.3612,92.8790,,37.5693,-43.9686,,e
MIC,theta,21.346111,-40.8167,4.81,,-83.7516,100.4921,,31.4882,-37.7822,,q
MIC,iota,20.808056,-43.9833,5.09,,-99.3797,89.8621,,34.1320,-30.8632,,i
MIC,alpha,20.832778,-33.7833,4.88,,-91.2748,83.6135,,41.4528,-37.9734,,a
MIC,,,,,,,,,,,,
MUS,lambda,11.760000,-66.7167,3.63,,9.8403,-156.4074,,-1.4620,23.2374,,l
MUS,epsilon,12.292778,-67.9500,4.13,,-12.0949,-157.4862,,1.6885,21.9853,,e
MUS,alpha,12.619722,-69.1333,2.70,,-25.7051,-157.0435,,3.3706,20.5926,,a
MUS,beta,12.771389,-68.1167,3.05,,-31.7149,-154.9033,,4.3893,21.4386,,b
MUS,delta,13.037778,-71.5500,3.61,,-43.3535,-155.6242,,4.9512,17.7732,,d
MUS,gamma,12.541111,-72.1333,3.88,,-22.8915,-160.5092,,2.5226,17.6877,,g
MUS,alpha,12.619722,-69.1333,2.70,,-25.7051,-157.0435,,3.3706,20.5926,,a
MUS,,,,,,,,,,,,
NOR,delta,16.108056,-45.1667,4.72,,-118.9225,-64.2453,,39.4453,21.3095,,d
NOR,eta,16.053611,-49.2333,4.64,,-121.5448,-67.9175,,35.5876,19.8858,,h
NOR,gamma,16.330556,-50.1667,4.04,,-126.9910,-59.3294,,36.0890,16.8605,,g
NOR,epsilon,16.453056,-47.5667,4.46,,-126.4384,-54.2025,,39.0008,16.7191,,e
NOR,delta,16.108056,-45.1667,4.72,,-118.9225,-64.2453,,39.4453,21.3095,,d
NOR,,,,,,,,,,,,
OCT,beta,22.767500,-81.3833,4.14,,-54.3453,162.5387,,2.7323,-8.1720,,b
OCT,delta,14.448889,-83.6667,4.31,,-103.8686,-139.1813,,3.7879,5.0757,,d
OCT,nu,21.691389,-77.3833,3.78,,-95.1177,137.7309,,7.1696,-10.3816,,n
OCT,beta,22.767500,-81.3833,4.14,,-54.3453,162.5387,,2.7323,-8.1720,,b
OCT,,,,,,,,,,,,
OPH,alpha,17.582222,12.5667,2.07,,-76.9706,-8.4523,,101.9538,11.1958,,a
OPH,kappa,16.962222,9.3833,3.20,,-77.6596,-21.6342,,95.7378,26.6705,,k
OPH,zeta,16.619167,-10.5667,2.57,,-94.0667,-35.5683,,74.2993,28.0939,,z
OPH,eta,17.173056,-15.7167,2.43,,-103.2489,-22.7086,,72.5493,15.9565,,h
OPH,beta,17.724444,4.5667,2.77,,-85.2111,-6.1578,,94.3207,6.8161,,b
OPH,alpha,17.582222,12.5667,2.07,,-76.9706,-8.4523,,101.9538,11.1958,,a
OPH,,,,,,,,,,,,
OPH,kappa,16.962222,9.3833,3.20,,-77.6596,-21.6342,,95.7378,26.6705,,k
OPH,lambda,16.515278,1.9833,3.81,,-81.4509,-33.3570,,85.1216,34.8603,,l
OPH,delta,16.238889,-3.6833,2.73,,-83.9011,-41.6793,,77.3037,38.4019,,d
OPH,epsilon,16.305278,-4.7000,3.23,,-85.5311,-40.6513,,77.0412,36.6162,,e
OPH,,,,,,,,,,,,
OPH,beta,17.724444,4.5667,2.77,,-85.2111,-6.1578,,94.3207,6.8161,,b
OPH,gamma,17.798333,2.7167,3.74,,-87.1617,-4.6061,,92.5875,4.8928,,g
OPH,68,18.029167,1.3000,4.44,,-88.6974,0.6773,,91.2973,-0.6971,,68
OPH,70,18.090833,2.5000,4.20,,-87.4753,2.0806,,92.4738,-2.1995,,70
OPH,67,18.010556,2.9333,3.96,,-87.0663,0.2406,,92.9330,-0.2568,,67
OPH,,,,,,,,,,,,
OPH,zeta,16.619167,-10.5667,2.57,,-94.0667,-35.5683,,74.2993,28.0939,,z
OPH,phi,16.518889,-16.6167,4.28,,-98.7015,-40.3128,,67.9354,27.7470,,j
OPH,chi,16.450556,-18.4667,4.32,,-99.6644,-42.8021,,65.7283,28.2278,,c
OPH,psi,16.401667,-20.0333,4.49,,-100.5400,-44.7107,,63.9301,28.4301,,Y
OPH,omega,16.535556,-21.4667,4.46,,-103.3744,-41.6960,,63.5579,25.6361,,w
OPH,,,,,,,,,,,,
OPH,eta,17.173056,-15.7167,2.43,,-103.2489,-22.7086,,72.5493,15.9565,,h
OPH,xi,17.350278,-21.1000,4.40,,-109.4966,-18.8068,,67.9057,11.6632,,x
OPH,theta,17.366667,-25.0000,3.28,,-113.4228,-18.9805,,64.1086,10.7281,,q
OPH,44,17.439444,-24.1833,4.17,,-112.9560,-16.6967,,65.1092,9.6242,,44
OPH,,,,,,,,,,,,
PAV,alpha,20.427222,-56.7333,1.92,,-118.0921,87.0915,,26.7733,-19.7450,,a
PAV,delta,20.145278,-66.1833,3.57,,-132.1915,83.1783,,20.1581,-12.6840,,d
PAV,beta,20.749167,-66.2000,3.42,,-117.4598,102.9642,,17.8972,-15.6885,,b
PAV,gamma,21.440833,-65.3667,4.23,,-96.4791,121.7809,,15.2967,-19.3083,,g
PAV,alpha,20.427222,-56.7333,1.92,,-118.0921,87.0915,,26.7733,-19.7450,,a
PAV,,,,,,,,,,,,
PAV,delta,20.145278,-66.1833,3.57,,-132.1915,83.1783,,20.1581,-12.6840,,d
PAV,kappa,18.949167,-67.2500,3.90,,-152.4200,38.6744,,22.0512,-5.5952,,k
PAV,zeta,18.717222,-71.4333,4.00,,-158.5959,30.1343,,18.2403,-3.4658,,z
PAV,epsilon,20.009722,-72.9000,3.96,,-140.8678,81.8088,,14.7872,-8.5877,,e
PAV,delta,20.145278,-66.1833,3.57,,-132.1915,83.1783,,20.1581,-12.6840,,d
PAV,,,,,,,,,,,,
PAV,kappa,18.949167,-67.2500,3.90,,-152.4200,38.6744,,22.0512,-5.5952,,k
PAV,lambda,18.870278,-62.1833,4.21,,-148.2505,34.3740,,27.0978,-6.2830,,l
PAV,nu,18.522778,-62.2667,4.63,,-150.8428,20.7747,,27.4740,-3.7838,,n
PAV,xi,18.387222,-61.4833,4.36,,-150.7056,15.3303,,28.3703,-2.8859,,x
PAV,pi,18.142778,-63.6667,4.34,,-153.5593,5.7426,,26.3149,-0.9841,,p
PAV,nu,18.522778,-62.2667,4.63,,-150.8428,20.7747,,27.4740,-3.7838,,n
PAV,,,,,,,,,,,,
PAV,pi,18.142778,-63.6667,4.34,,-153.5593,5.7426,,26.3149,-0.9841,,p
PAV,eta,17.762222,-64.7333,3.62,,-154.4336,-9.6259,,25.2177,1.5718,,h
PAV,,,,,,,,,,,,
PSA,tau,22.168889,-32.5500,4.92,,-56.5240,108.7361,,26.4978,-50.9742,,t
PSA,beta,22.525000,-32.3500,4.28,,-46.0805,113.3407,,21.7126,-53.4049,,b
PSA,gamma,22.875278,-32.8667,4.46,,-35.6578,117.5787,,16.5810,-54.6744,,g
PSA,delta,22.932500,-32.5333,4.20,,-33.8005,117.7792,,15.8520,-55.2370,,d
PSA,alpha,22.960833,-29.6167,1.15,,-32.1422,115.2173,,16.2256,-58.1625,,a
PSA,epsilon,22.677778,-27.0500,4.17,,-39.7133,110.1070,,21.3580,-59.2160,,e
PSA,tau,22.168889,-32.5500,4.92,,-56.5240,108.7361,,26.4978,-50.9742,,t
PSA,theta,21.795556,-30.9000,5.01,,-65.9648,101.3186,,32.2458,-49.5279,,q
PSA,iota,21.749167,-33.0333,4.33,,-68.3760,102.2836,,31.6593,-47.3591,,i
PSA,mu,22.139722,-33.0000,4.49,,-57.5633,108.6990,,26.6757,-50.3727,,m
PSA,tau,22.168889,-32.5500,4.92,,-56.5240,108.7361,,26.4978,-50.9742,,t
PSA,,,,,,,,,,,,
RET,alpha,4.240278,-62.4667,3.34,,136.5711,67.7821,,-24.6628,-12.2405,,a
RET,beta,3.736667,-64.8000,3.84,,128.4105,86.4510,,-20.9040,-14.0734,,b
RET,delta,3.979167,-61.4000,4.55,,130.7014,76.4140,,-24.6900,-14.4349,,d
RET,epsilon,4.274444,-59.3167,4.44,,134.3379,65.1827,,-27.6053,-13.3945,,e
RET,alpha,4.240278,-62.4667,3.34,,136.5711,67.7821,,-24.6628,-12.2405,,a
RET,,,,,,,,,,,,
SCO,upsilon,17.512778,-37.3000,2.70,,-126.2658,-16.1937,,52.2719,6.7039,,u
SCO,lambda,17.560000,-37.1000,1.62,,-126.2577,-14.6085,,52.5494,6.0802,,l
SCO,kappa,17.708056,-39.0333,2.41,,-128.6566,-9.8525,,50.8179,3.8916,,k
SCO,iota,17.793056,-40.1167,3.03,,-129.9258,-7.0460,,49.8101,2.7013,,i
SCO,theta,17.621944,-43.0000,1.86,,-132.3491,-13.1422,,46.7700,4.6442,,q
SCO,eta,17.202500,-43.2333,3.33,,-130.3400,-27.6155,,45.7511,9.6934,,h
SCO,zeta,16.909722,-42.3500,3.63,,-126.9951,-37.2663,,45.7221,13.4170,,z
SCO,mu,16.872222,-38.0167,3.56,,-122.4773,-37.2504,,49.7340,15.1261,,m
SCO,epsilon,16.836111,-34.3000,2.30,,-118.5742,-37.2915,,53.1342,16.7107,,e
SCO,tau,16.598056,-28.2167,2.83,,-110.3432,-42.4212,,57.6684,22.1705,,t
SCO,alpha,16.490278,-26.4333,1.08,,-107.4566,-44.8308,,58.6658,24.4753,,a
SCO,sigma,16.353333,-25.5833,2.88,,-105.0084,-48.2985,,58.5231,26.9176,,s
SCO,nu,16.200000,-19.4667,4.00,,-97.5355,-49.6968,,62.8457,32.0215,,n
SCO,beta,16.090556,-19.8000,2.63,,-96.3643,-52.6305,,61.6100,33.6490,,b
SCO,delta,16.005556,-22.6167,2.30,,-97.6107,-56.1664,,58.4046,33.6068,,d
SCO,,,,,,,,,,,,
SCO,sigma,16.353333,-25.5833,2.88,,-105.0084,-48.2985,,58.5231,26.9176,,s
SCO,rho,15.948333,-29.2167,3.88,,-102.4290,-60.9994,,52.2240,31.1009,,r
SCO,pi,15.980833,-26.1167,2.90,,-100.2674,-58.5622,,55.1636,32.2189,,p
SCO,,,,,,,,,,,,
SCT,beta,18.786111,-4.7500,4.22,,-92.7505,19.3625,,83.4510,-17.4212,,b
SCT,alpha,18.586667,-8.2500,3.84,,-97.0934,15.0309,,80.7877,-12.5066,,a
SCT,gamma,18.486667,-14.5667,4.70,,-103.7191,13.2867,,74.8219,-9.5849,,g
SCT,,,,,,,,,,,,
SER,beta,15.769722,15.4167,3.67,,-62.2269,-41.1155,,87.9520,58.1130,,b
SER,gamma,15.940833,15.6500,3.84,,-63.8055,-38.1679,,90.6664,54.2359,,g
SER,kappa,15.812222,18.1333,4.10,,-60.3974,-38.9483,,90.8762,58.6032,,k
SER,beta,15.769722,15.4167,3.67,,-62.2269,-41.1155,,87.9520,58.1130,,b
SER,delta,15.580278,10.5333,4.23,,-64.0479,-47.0407,,81.0270,59.5112,,d
SER,alpha,15.738056,6.4167,2.65,,-69.3515,-46.6535,,79.9996,53.8167,,a
SER,epsilon,15.846944,4.4833,3.71,,-72.2873,-45.6908,,79.8668,50.4816,,e
SER,mu,15.826944,-3.4167,3.55,,-78.7028,-50.3244,,72.9457,46.6433,,m
SER,eps_oph,16.305278,-4.7000,3.23,,-85.5311,-40.6513,,77.0412,36.6162,,eps_oph
SER,ups_oph,16.463611,-8.3667,4.63,,-90.5162,-38.5073,,75.1183,31.9568,,ups_oph
SER,nu,17.346944,-12.8500,4.33,,-101.3505,-17.4987,,76.0252,13.1261,,n
SER,xi,17.626667,-15.4000,3.54,,-104.8970,-10.2852,,74.2440,7.2797,,x
SER,omicron,17.690278,-12.8667,4.25,,-102.5287,-8.3318,,76.8799,6.2475,,o
SER,nu_oph,17.983611,-9.7833,3.34,,-99.7824,-0.4281,,80.2159,0.3442,,nu_oph
SER,eta,18.355000,-2.8833,3.25,,-92.4825,8.6200,,86.7407,-8.0849,,h
SER,70_oph,18.090833,2.5000,4.20,,-87.4753,2.0806,,92.4738,-2.1995,,70_oph
SER,67_oph,18.010556,2.9333,3.96,,-87.0663,0.2406,,92.9330,-0.2568,,67_oph
SER,72_oph,18.122500,9.5667,3.73,,-80.3920,2.5791,,99.5155,-3.1926,,72_oph
SER,,,,,,,,,,,,
SGE,gamma,19.979444,19.4833,3.48,,-61.2581,34.9292,,95.1086,-54.2306,,g
